commit_id,project_id,student_id,commit_type,files_changed,lines_changed,commit_date
COM000082,PRJ00711,STU0260,testing,44,192,2024-11-23
COM000083,PRJ00163,STU0032,feature,44,326,2025-06-25
COM000084,PRJ00650,STU0382,testing,59,432,2024-12-25
COM000085,PRJ00953,STU0128,deployment,40,277,2024-09-29
COM000086,PRJ00965,STU0218,testing,110,440,2026-02-13
COM000087,PRJ00208,STU0333,refactor,14,492,2025-11-28
COM000088,PRJ00993,STU0151,documentation,77,200,2024-08-19
COM000089,PRJ00923,STU0141,testing,109,458,2025-11-11
COM000090,PRJ00488,STU0253,documentation,84,70,2024-12-12
COM000091,PRJ00739,STU0376,refactor,2,39,2026-05-19
COM000092,PRJ00258,STU0430,deployment,144,343,2024-12-05
COM000093,PRJ00320,STU0138,bugfix,19,31,2025-11-06
COM000094,PRJ00774,STU0360,documentation,37,74,2026-06-12
COM000095,PRJ00493,STU0445,bugfix,64,201,2025-12-22
COM000096,PRJ00806,STU0087,bugfix,109,201,2025-06-21
COM000097,PRJ00606,STU0321,bugfix,65,428,2026-07-02
COM000098,PRJ00359,STU0055,feature,59,494,2025-01-13
COM000099,PRJ00972,STU0200,refactor,37,458,2024-09-01
COM000100,PRJ00412,STU0459,feature,40,106,2025-11-30
COM000101,PRJ00455,STU0040,bugfix,72,390,2026-04-21
COM000102,PRJ00336,STU0013,feature,32,267,2025-05-10
COM000103,PRJ00319,STU0325,testing,28,396,2025-01-12
COM000104,PRJ00644,STU0221,testing,122,119,2025-08-20
COM000105,PRJ00677,STU0125,documentation,78,421,2025-12-09
COM000106,PRJ00128,STU0219,testing,118,79,2025-11-07
COM000107,PRJ00073,STU0201,deployment,89,449,2025-11-17
COM000108,PRJ00279,STU0500,feature,99,430,2026-01-28
COM000109,PRJ00913,STU0347,refactor,30,321,2026-07-18
COM000110,PRJ00478,STU0146,documentation,45,449,2026-05-23
COM000111,PRJ00727,STU0211,deployment,126,389,2026-07-26
COM000112,PRJ00299,STU0039,bugfix,135,53,2025-03-19
COM000113,PRJ00091,STU0129,deployment,94,124,2025-08-26
COM000114,PRJ00891,STU0232,deployment,128,429,2025-12-14
COM000115,PRJ00719,STU0364,documentation,109,30,2024-10-01
COM000116,PRJ00654,STU0292,feature,73,432,2024-12-29
COM000117,PRJ00742,STU0140,deployment,72,464,2026-02-24
COM000118,PRJ00258,STU0430,deployment,132,169,2025-05-11
COM000119,PRJ00430,STU0478,deployment,66,183,2025-01-18
COM000120,PRJ00086,STU0391,feature,27,366,2026-04-23
COM000121,PRJ00826,STU0265,documentation,64,300,2025-01-10
COM000122,PRJ00507,STU0143,bugfix,113,341,2026-01-13
COM000123,PRJ00273,STU0203,feature,126,288,2025-07-27
COM000124,PRJ00622,STU0350,testing,98,311,2025-02-18
COM000125,PRJ00532,STU0235,deployment,99,22,2025-08-13
COM000126,PRJ00617,STU0307,feature,27,295,2025-11-19
COM000127,PRJ00098,STU0357,feature,63,185,2026-07-26
COM000128,PRJ00595,STU0434,deployment,109,418,2025-11-14
COM000129,PRJ00404,STU0109,deployment,12,178,2025-12-21
COM000130,PRJ00663,STU0348,documentation,119,294,2024-10-09
COM000131,PRJ00885,STU0278,testing,11,482,2025-01-25
COM000132,PRJ00409,STU0091,deployment,112,343,2025-02-27
COM000133,PRJ00930,STU0370,feature,57,291,2026-06-06
COM000134,PRJ00186,STU0115,feature,86,51,2025-01-25
COM000135,PRJ00300,STU0274,documentation,9,374,2024-12-30
COM000136,PRJ00468,STU0250,refactor,93,420,2025-10-07
COM000137,PRJ00700,STU0295,refactor,92,499,2025-02-03
COM000138,PRJ00989,STU0098,bugfix,72,229,2025-01-31
COM000139,PRJ00803,STU0215,feature,85,235,2026-08-05
COM000140,PRJ00716,STU0078,deployment,69,394,2025-03-25
COM000141,PRJ00813,STU0094,bugfix,55,286,2025-06-26
COM000142,PRJ00790,STU0074,testing,84,380,2026-06-14
COM000143,PRJ00411,STU0343,refactor,46,433,2025-11-10
COM000144,PRJ00512,STU0078,feature,87,181,2026-02-19
COM000145,PRJ00632,STU0481,testing,60,163,2025-10-02
COM000146,PRJ00849,STU0394,refactor,27,469,2026-01-16
COM000147,PRJ00740,STU0053,feature,105,161,2026-06-23
COM000148,PRJ00637,STU0467,documentation,49,388,2026-01-14
COM000149,PRJ00392,STU0391,bugfix,69,439,2024-09-20
COM000150,PRJ00725,STU0091,documentation,91,173,2025-07-23
COM000151,PRJ00826,STU0265,documentation,94,387,2025-05-09
COM000152,PRJ00164,STU0268,bugfix,84,9,2025-02-20
COM000153,PRJ00115,STU0380,bugfix,150,159,2025-09-12
COM000154,PRJ00931,STU0498,testing,145,152,2026-03-11
COM000155,PRJ00775,STU0170,testing,139,92,2025-11-22
COM000156,PRJ00408,STU0445,testing,21,102,2025-07-15
COM000157,PRJ00096,STU0391,feature,105,437,2025-08-04
COM000158,PRJ00270,STU0416,bugfix,89,273,2025-01-14
COM000159,PRJ00363,STU0173,documentation,36,472,2025-01-09
COM000160,PRJ00395,STU0433,feature,77,315,2025-05-09
COM000161,PRJ00584,STU0184,feature,84,116,2025-12-18
COM000162,PRJ00454,STU0408,feature,64,281,2024-11-23
COM000163,PRJ00159,STU0462,deployment,72,14,2025-03-07
COM000164,PRJ00507,STU0143,bugfix,58,126,2025-08-13
COM000165,PRJ00897,STU0181,bugfix,114,332,2026-02-22
COM000166,PRJ00832,STU0234,bugfix,39,7,2025-01-14
COM000167,PRJ00304,STU0357,bugfix,7,440,2025-03-30
COM000168,PRJ00627,STU0302,documentation,114,213,2026-01-31
COM000169,PRJ00570,STU0480,testing,147,99,2025-02-12
COM000170,PRJ00423,STU0155,bugfix,134,298,2025-06-06
COM000171,PRJ00410,STU0042,deployment,149,455,2024-11-30
COM000172,PRJ00924,STU0148,documentation,68,362,2025-02-01
COM000173,PRJ00816,STU0329,refactor,69,221,2025-02-02
COM000174,PRJ00380,STU0209,refactor,62,164,2024-09-11
COM000175,PRJ00554,STU0350,refactor,21,491,2025-08-09
COM000176,PRJ00710,STU0412,bugfix,84,441,2026-08-10
COM000177,PRJ00848,STU0178,deployment,65,408,2024-11-09
COM000178,PRJ00552,STU0205,testing,34,50,2024-11-21
COM000179,PRJ00940,STU0268,testing,123,275,2025-10-03
COM000180,PRJ00322,STU0048,feature,60,369,2025-06-07
COM000181,PRJ00357,STU0029,deployment,143,421,2026-06-28
COM000182,PRJ00230,STU0374,documentation,70,295,2024-11-25
COM000183,PRJ00857,STU0164,feature,119,317,2026-03-28
COM000184,PRJ00449,STU0431,documentation,113,34,2024-09-15
COM000185,PRJ00977,STU0225,bugfix,7,287,2025-11-23
COM000186,PRJ00460,STU0275,testing,16,459,2024-09-24
COM000187,PRJ00356,STU0428,documentation,39,33,2025-11-08
COM000188,PRJ00699,STU0452,refactor,18,489,2025-04-27
COM000189,PRJ00737,STU0081,refactor,147,130,2024-12-10
COM000190,PRJ00971,STU0083,deployment,9,366,2025-11-23
COM000191,PRJ00613,STU0016,documentation,112,361,2026-02-18
COM000192,PRJ00783,STU0402,bugfix,103,111,2024-10-28
COM000193,PRJ00678,STU0384,documentation,81,276,2025-05-25
COM000194,PRJ00714,STU0429,deployment,79,170,2026-01-25
COM000195,PRJ00239,STU0006,testing,132,485,2025-09-12
COM000196,PRJ00417,STU0078,bugfix,140,349,2024-12-28
COM000197,PRJ00601,STU0323,refactor,3,498,2026-01-19
COM000198,PRJ00625,STU0460,feature,93,301,2025-12-22
COM000199,PRJ00123,STU0125,feature,18,272,2024-12-18
COM000200,PRJ00424,STU0256,deployment,43,376,2025-07-16
COM000201,PRJ00200,STU0388,bugfix,47,428,2024-08-31
COM000202,PRJ00186,STU0115,feature,128,374,2024-10-27
COM000203,PRJ00123,STU0125,refactor,24,49,2025-06-13
COM000204,PRJ00969,STU0167,documentation,148,359,2025-04-14
COM000205,PRJ00972,STU0200,deployment,101,413,2025-09-15
COM000206,PRJ00418,STU0059,documentation,123,71,2025-03-20
COM000207,PRJ00868,STU0153,refactor,48,50,2024-11-03
COM000208,PRJ00319,STU0325,refactor,47,363,2025-08-05
COM000209,PRJ00441,STU0066,refactor,129,47,2025-12-24
COM000210,PRJ00189,STU0001,refactor,104,103,2025-11-07
COM000211,PRJ00233,STU0037,refactor,22,174,2025-12-02
COM000212,PRJ00463,STU0103,feature,136,132,2025-12-25
COM000213,PRJ00021,STU0054,testing,17,286,2026-06-21
COM000214,PRJ00061,STU0225,deployment,97,49,2025-11-24
COM000215,PRJ00173,STU0497,feature,137,7,2025-08-27
COM000216,PRJ00005,STU0050,refactor,100,157,2024-12-04
COM000217,PRJ00029,STU0091,testing,146,192,2025-08-20
COM000218,PRJ00880,STU0146,feature,46,97,2026-05-23
COM000219,PRJ00652,STU0152,testing,129,94,2026-03-13
COM000220,PRJ00549,STU0489,bugfix,90,50,2025-03-12
COM000221,PRJ00894,STU0193,deployment,41,308,2025-09-07
COM000222,PRJ00384,STU0083,testing,47,457,2026-05-26
COM000223,PRJ00452,STU0135,deployment,47,260,2025-07-08
COM000224,PRJ00153,STU0108,documentation,9,319,2026-03-26
COM000225,PRJ00040,STU0266,testing,32,414,2026-05-15
COM000226,PRJ00957,STU0176,refactor,76,56,2026-01-22
COM000227,PRJ00358,STU0376,deployment,48,303,2025-05-28
COM000228,PRJ00531,STU0180,bugfix,27,255,2025-01-20
COM000229,PRJ00198,STU0439,testing,41,314,2025-07-13
COM000230,PRJ00943,STU0381,refactor,118,476,2026-06-12
COM000231,PRJ00675,STU0409,testing,101,402,2025-08-28
COM000232,PRJ00459,STU0131,feature,143,34,2026-04-01
COM000233,PRJ00347,STU0066,bugfix,95,73,2025-06-02
COM000234,PRJ00246,STU0291,documentation,50,407,2026-06-02
COM000235,PRJ00414,STU0353,feature,93,31,2026-06-13
COM000236,PRJ00939,STU0276,documentation,27,435,2025-05-28
COM000237,PRJ00533,STU0397,feature,84,467,2026-05-21
COM000238,PRJ00540,STU0214,testing,149,360,2024-09-27
COM000239,PRJ00545,STU0034,testing,102,388,2025-11-23
COM000240,PRJ00560,STU0015,deployment,53,145,2026-07-06
COM000241,PRJ00329,STU0395,bugfix,116,391,2026-05-08
COM000242,PRJ00203,STU0084,refactor,111,207,2024-12-29
COM000243,PRJ00446,STU0279,documentation,23,252,2025-03-21
COM000244,PRJ00025,STU0184,documentation,28,165,2025-09-21
COM000245,PRJ00575,STU0349,documentation,101,157,2025-08-13
COM000246,PRJ00510,STU0244,refactor,16,271,2025-07-31
COM000247,PRJ00852,STU0048,feature,50,485,2025-10-17
COM000248,PRJ00092,STU0237,refactor,148,278,2025-10-16
COM000249,PRJ00178,STU0427,deployment,82,379,2025-12-16
COM000250,PRJ00050,STU0039,testing,9,25,2025-02-23
COM000251,PRJ00990,STU0232,refactor,100,97,2024-10-18
COM000252,PRJ00361,STU0040,testing,15,422,2026-01-25
COM000253,PRJ00846,STU0066,deployment,113,379,2026-03-06
COM000254,PRJ00521,STU0403,testing,47,261,2026-01-25
COM000255,PRJ00380,STU0209,deployment,13,467,2024-12-15
COM000256,PRJ00220,STU0442,feature,119,487,2026-02-15
COM000257,PRJ00191,STU0309,bugfix,83,38,2026-06-28
COM000258,PRJ00732,STU0210,bugfix,128,106,2025-04-10
COM000259,PRJ00585,STU0263,deployment,5,24,2026-03-11
COM000260,PRJ00945,STU0245,documentation,54,461,2024-10-25
COM000261,PRJ00706,STU0190,feature,76,3,2025-11-11
COM000262,PRJ00927,STU0413,bugfix,86,91,2026-03-16
COM000263,PRJ00400,STU0343,bugfix,97,470,2026-01-26
COM000264,PRJ00858,STU0335,documentation,13,80,2026-07-03
COM000265,PRJ00146,STU0234,testing,65,319,2025-12-05
COM000266,PRJ00685,STU0086,refactor,110,349,2026-06-02
COM000267,PRJ00585,STU0263,deployment,81,105,2026-04-13
COM000268,PRJ00963,STU0242,deployment,71,210,2025-12-11
COM000269,PRJ00707,STU0065,feature,108,422,2025-08-23
COM000270,PRJ00424,STU0256,documentation,73,432,2024-10-13
COM000271,PRJ00923,STU0141,bugfix,126,130,2026-02-15
COM000272,PRJ00615,STU0419,feature,103,22,2025-03-28
COM000273,PRJ00713,STU0478,documentation,34,340,2026-06-23
COM000274,PRJ00707,STU0065,bugfix,20,327,2026-06-22
COM000275,PRJ00118,STU0192,feature,42,462,2025-04-18
COM000276,PRJ00811,STU0180,documentation,19,94,2025-07-31
COM000277,PRJ00550,STU0300,refactor,44,484,2025-12-06
COM000278,PRJ00758,STU0380,refactor,103,146,2026-06-03
COM000279,PRJ00550,STU0300,refactor,74,439,2025-08-04
COM000280,PRJ00584,STU0184,refactor,29,390,2024-12-30
COM000281,PRJ00123,STU0125,documentation,53,487,2026-05-19
COM000282,PRJ00089,STU0328,testing,129,103,2026-04-19
COM000283,PRJ00131,STU0041,testing,11,241,2025-01-27
COM000284,PRJ00491,STU0166,feature,30,118,2025-06-05
COM000285,PRJ00039,STU0086,documentation,49,43,2024-09-14
COM000286,PRJ00781,STU0065,deployment,19,124,2025-08-14
COM000287,PRJ00447,STU0376,testing,96,225,2026-07-26
COM000288,PRJ00757,STU0031,bugfix,115,306,2026-07-05
COM000289,PRJ00788,STU0243,feature,130,393,2025-11-29
COM000290,PRJ00998,STU0309,bugfix,55,372,2025-11-25
COM000291,PRJ00326,STU0466,feature,147,8,2025-05-06
COM000292,PRJ00972,STU0200,bugfix,89,441,2025-03-10
COM000293,PRJ00974,STU0176,refactor,46,180,2025-10-04
COM000294,PRJ00474,STU0126,bugfix,16,201,2025-08-19
COM000295,PRJ00390,STU0296,bugfix,76,259,2026-07-31
COM000296,PRJ00066,STU0291,bugfix,49,322,2024-10-25
COM000297,PRJ00200,STU0388,refactor,114,13,2025-04-08
COM000298,PRJ00893,STU0392,documentation,19,432,2026-05-12
COM000299,PRJ00252,STU0044,testing,137,148,2025-12-26
COM000300,PRJ00571,STU0001,bugfix,38,281,2025-11-24
COM000301,PRJ00988,STU0434,refactor,16,58,2025-08-27
COM000302,PRJ00702,STU0115,feature,106,266,2025-01-31
COM000303,PRJ00548,STU0071,feature,45,371,2024-09-21
COM000304,PRJ00956,STU0034,refactor,96,20,2025-05-27
COM000305,PRJ00147,STU0297,feature,61,4,2026-01-30
COM000306,PRJ00391,STU0364,feature,146,30,2025-01-07
COM000307,PRJ00834,STU0206,documentation,147,62,2025-07-18
COM000308,PRJ00878,STU0243,bugfix,11,289,2025-08-15
COM000309,PRJ00559,STU0182,feature,7,333,2025-05-21
COM000310,PRJ00844,STU0282,documentation,148,331,2026-07-19
COM000311,PRJ00396,STU0212,refactor,101,231,2025-08-02
COM000312,PRJ00933,STU0090,deployment,62,350,2024-09-11
COM000313,PRJ00503,STU0097,testing,66,177,2025-11-27
COM000314,PRJ00652,STU0152,documentation,124,471,2026-06-13
COM000315,PRJ00921,STU0252,bugfix,118,275,2024-11-10
COM000316,PRJ00901,STU0205,refactor,59,74,2026-04-22
COM000317,PRJ00294,STU0050,deployment,46,494,2024-10-03
COM000318,PRJ00991,STU0332,documentation,67,452,2024-09-04
COM000319,PRJ00165,STU0493,refactor,7,222,2025-01-24
COM000320,PRJ00825,STU0133,refactor,38,22,2026-07-21
COM000321,PRJ00471,STU0086,documentation,140,437,2025-06-03
COM000322,PRJ00233,STU0037,documentation,34,431,2025-09-24
COM000323,PRJ00642,STU0197,refactor,55,483,2025-11-11
COM000324,PRJ00416,STU0040,documentation,108,236,2025-11-21
COM000325,PRJ00752,STU0115,documentation,115,488,2025-02-09
COM000326,PRJ00398,STU0437,documentation,95,173,2025-07-16
COM000327,PRJ00334,STU0423,deployment,104,69,2026-01-13
COM000328,PRJ00741,STU0145,testing,54,126,2026-04-26
COM000329,PRJ00223,STU0436,deployment,50,292,2025-10-07
COM000330,PRJ00200,STU0388,deployment,95,461,2024-11-27
COM000331,PRJ00475,STU0400,testing,106,192,2025-12-17
COM000332,PRJ00660,STU0090,refactor,56,202,2025-10-27
COM000333,PRJ00145,STU0362,documentation,29,278,2026-05-17
COM000334,PRJ00668,STU0460,documentation,78,464,2026-02-01
COM000335,PRJ00853,STU0146,testing,107,27,2025-05-17
COM000336,PRJ00205,STU0334,bugfix,88,283,2025-09-18
COM000337,PRJ00912,STU0237,bugfix,100,480,2026-02-05
COM000338,PRJ00530,STU0156,documentation,48,483,2025-02-02
COM000339,PRJ00454,STU0408,feature,54,198,2026-07-13
COM000340,PRJ00582,STU0018,deployment,46,140,2025-09-11
COM000341,PRJ00764,STU0384,deployment,146,394,2025-04-16
COM000342,PRJ00160,STU0445,deployment,104,295,2025-06-29
COM000343,PRJ00801,STU0243,bugfix,40,211,2025-03-10
COM000344,PRJ00325,STU0036,documentation,64,445,2024-09-19
COM000345,PRJ00757,STU0031,bugfix,126,162,2025-08-09
COM000346,PRJ00626,STU0224,testing,137,377,2026-04-07
COM000347,PRJ00644,STU0221,feature,26,403,2024-09-11
COM000348,PRJ00067,STU0033,feature,7,5,2024-11-28
COM000349,PRJ00943,STU0381,feature,86,437,2026-04-01
COM000350,PRJ00093,STU0487,refactor,93,104,2025-06-17
COM000351,PRJ00762,STU0248,bugfix,56,158,2025-10-24
COM000352,PRJ00861,STU0403,feature,94,320,2024-12-03
COM000353,PRJ00932,STU0192,refactor,116,244,2024-12-13
COM000354,PRJ00347,STU0066,deployment,46,149,2026-01-27
COM000355,PRJ00311,STU0363,feature,145,82,2024-11-23
COM000356,PRJ00923,STU0141,bugfix,43,213,2026-08-12
COM000357,PRJ00122,STU0417,testing,106,82,2026-08-02
COM000358,PRJ00576,STU0012,testing,122,359,2026-08-11
COM000359,PRJ00288,STU0219,deployment,65,500,2025-04-28
COM000360,PRJ00117,STU0220,deployment,39,466,2025-10-03
COM000361,PRJ00456,STU0466,feature,12,70,2026-03-03
COM000362,PRJ00902,STU0336,documentation,123,195,2026-07-24
COM000363,PRJ00489,STU0233,bugfix,7,301,2025-09-04
COM000364,PRJ00705,STU0492,refactor,114,300,2026-07-05
COM000365,PRJ00586,STU0369,bugfix,116,458,2025-11-08
COM000366,PRJ00021,STU0054,documentation,147,177,2026-03-19
COM000367,PRJ00907,STU0443,refactor,23,454,2026-01-13
COM000368,PRJ00379,STU0385,feature,47,70,2024-10-03
COM000369,PRJ00640,STU0429,refactor,102,470,2024-10-02
COM000370,PRJ00154,STU0418,feature,52,493,2025-01-15
COM000371,PRJ00650,STU0382,refactor,76,365,2025-07-30
COM000372,PRJ00812,STU0045,feature,92,309,2024-12-31
COM000373,PRJ00819,STU0453,documentation,6,319,2025-02-09
COM000374,PRJ00913,STU0347,testing,108,87,2026-02-19
COM000375,PRJ00374,STU0006,refactor,51,263,2024-11-30
COM000376,PRJ00287,STU0209,testing,8,251,2025-09-30
COM000377,PRJ00327,STU0373,bugfix,15,333,2026-02-07
COM000378,PRJ00245,STU0133,deployment,80,135,2025-06-26
COM000379,PRJ00460,STU0275,documentation,88,21,2025-11-06
COM000380,PRJ00280,STU0145,deployment,119,338,2024-10-31
COM000381,PRJ00083,STU0467,refactor,143,17,2026-06-07
COM000382,PRJ00134,STU0276,testing,4,377,2025-09-11
COM000383,PRJ00588,STU0248,feature,79,195,2025-02-18
COM000384,PRJ00205,STU0334,documentation,99,199,2025-01-05
COM000385,PRJ00037,STU0408,deployment,71,357,2026-03-05
COM000386,PRJ00385,STU0149,refactor,95,412,2025-12-01
COM000387,PRJ00525,STU0073,documentation,106,363,2025-05-16
COM000388,PRJ00351,STU0197,bugfix,90,369,2026-01-19
COM000389,PRJ00268,STU0004,testing,51,251,2026-03-15
COM000390,PRJ00289,STU0027,refactor,23,468,2025-02-07
COM000391,PRJ00461,STU0461,deployment,23,413,2025-02-21
COM000392,PRJ00683,STU0061,refactor,132,459,2025-04-20
COM000393,PRJ00117,STU0220,feature,34,413,2025-04-01
COM000394,PRJ00781,STU0065,feature,64,39,2026-01-22
COM000395,PRJ00182,STU0369,refactor,18,79,2025-09-12
COM000396,PRJ00586,STU0369,bugfix,24,443,2025-10-03
COM000397,PRJ00078,STU0229,feature,5,378,2026-01-14
COM000398,PRJ00827,STU0301,refactor,20,80,2026-04-10
COM000399,PRJ00597,STU0358,deployment,119,324,2025-02-23
COM000400,PRJ00895,STU0050,refactor,29,314,2026-04-10
COM000401,PRJ00125,STU0004,feature,37,103,2025-03-24
COM000402,PRJ00941,STU0480,deployment,22,96,2025-10-04
COM000403,PRJ00094,STU0088,deployment,25,2,2026-06-17
COM000404,PRJ00444,STU0082,deployment,61,108,2025-03-03
COM000405,PRJ00052,STU0061,deployment,22,199,2024-12-11
COM000406,PRJ00329,STU0395,deployment,137,99,2025-04-21
COM000407,PRJ00488,STU0253,bugfix,128,310,2025-08-01
COM000408,PRJ00724,STU0497,bugfix,122,148,2025-01-28
COM000409,PRJ00750,STU0146,deployment,17,227,2025-10-29
COM000410,PRJ00190,STU0217,testing,3,41,2025-05-30
COM000411,PRJ00181,STU0015,bugfix,69,74,2024-09-29
COM000412,PRJ00900,STU0388,testing,149,499,2025-03-11
COM000413,PRJ00194,STU0146,deployment,33,360,2025-12-09
COM000414,PRJ00780,STU0111,feature,50,96,2026-07-05
COM000415,PRJ00869,STU0019,refactor,60,84,2025-07-10
COM000416,PRJ00405,STU0020,deployment,77,308,2024-09-30
COM000417,PRJ00423,STU0155,testing,75,112,2025-10-05
COM000418,PRJ00437,STU0124,refactor,90,377,2025-12-28
COM000419,PRJ00247,STU0399,testing,3,336,2024-10-22
COM000420,PRJ00912,STU0237,deployment,66,145,2026-05-27
COM000421,PRJ00773,STU0092,bugfix,18,32,2024-08-15
COM000422,PRJ00065,STU0301,documentation,90,463,2025-07-24
COM000423,PRJ00751,STU0373,feature,112,41,2026-01-03
COM000424,PRJ00691,STU0379,deployment,116,7,2026-04-10
COM000425,PRJ00763,STU0040,deployment,24,164,2024-10-25
COM000426,PRJ00603,STU0443,refactor,18,292,2025-09-11
COM000427,PRJ00269,STU0192,deployment,83,231,2026-04-12
COM000428,PRJ00367,STU0140,deployment,124,190,2025-09-01
COM000429,PRJ00512,STU0078,refactor,127,161,2026-03-08
COM000430,PRJ00560,STU0015,deployment,50,117,2024-08-20
COM000431,PRJ00602,STU0458,bugfix,12,354,2025-02-28
COM000432,PRJ00362,STU0381,documentation,121,451,2025-12-12
COM000433,PRJ00473,STU0093,refactor,105,238,2025-01-05
COM000434,PRJ00890,STU0043,documentation,117,79,2026-06-16
COM000435,PRJ00146,STU0234,deployment,100,215,2024-10-27
COM000436,PRJ00973,STU0301,feature,37,404,2025-04-07
COM000437,PRJ00325,STU0036,documentation,40,205,2026-01-21
