student_id,skill,course_count,avg_marks,project_count,project_stars,avg_complexity,assessment_count,assessment_score,verified_score,verified,proficiency
STU0007,Docker,1.0,87.0,0.0,0.0,0.0,1.0,77.8,77.8,1,Intermediate
STU0007,C++,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0007,HTML/CSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0007,MongoDB,1.0,94.0,0.0,0.0,0.0,1.0,50.9,50.9,1,Beginner
STU0007,Firebase,1.0,84.0,1.0,106.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0008,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0008,Java,0.0,0.0,0.0,0.0,0.0,1.0,80.2,80.2,1,Intermediate
STU0008,JavaScript,1.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0008,React,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0008,Node.js,1.0,91.0,0.0,0.0,0.0,1.0,69.5,69.5,1,Intermediate
STU0008,SQL,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0008,Machine Learning,1.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0008,Data Science,0.0,0.0,0.0,0.0,0.0,1.0,72.9,72.9,1,Intermediate
STU0008,FastAPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0008,Git,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0008,Docker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0008,C++,1.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0008,HTML/CSS,1.0,74.0,0.0,0.0,0.0,1.0,55.5,55.5,1,Beginner
STU0008,MongoDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0008,Firebase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0009,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0009,Java,1.0,56.0,1.0,8.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0009,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0009,React,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0009,Node.js,0.0,0.0,1.0,52.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0009,SQL,1.0,92.0,1.0,8.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0009,Machine Learning,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0009,Data Science,0.0,0.0,0.0,0.0,0.0,1.0,92.4,92.4,1,Advanced
STU0009,FastAPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0009,Git,0.0,0.0,1.0,52.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0009,Docker,1.0,95.0,1.0,52.0,1.0,2.0,73.7,73.7,1,Intermediate
STU0009,C++,0.0,0.0,0.0,0.0,0.0,1.0,68.5,68.5,1,Beginner
STU0009,HTML/CSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0009,MongoDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0009,Firebase,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0010,Python,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0010,Java,0.0,0.0,1.0,58.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0010,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0010,React,1.0,64.0,3.0,191.0,2.6666666666666665,0.0,0.0,0.0,0,Not Verified
STU0010,Node.js,1.0,65.0,1.0,61.0,3.0,0.0,0.0,0.0,0,Not Verified
STU0010,SQL,0.0,0.0,1.0,58.0,2.0,1.0,59.1,59.1,1,Beginner
STU0010,Machine Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0010,Data Science,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0010,FastAPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0010,Git,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0010,Docker,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0010,C++,1.0,79.0,0.0,0.0,0.0,1.0,68.5,68.5,1,Beginner
STU0010,HTML/CSS,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0010,MongoDB,0.0,0.0,1.0,61.0,3.0,0.0,0.0,0.0,0,Not Verified
STU0010,Firebase,0.0,0.0,2.0,130.0,2.5,0.0,0.0,0.0,0,Not Verified
STU0011,Python,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0011,Java,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0011,JavaScript,0.0,0.0,1.0,16.0,1.0,1.0,75.5,75.5,1,Intermediate
STU0011,React,1.0,64.0,3.0,124.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0011,Node.js,0.0,0.0,3.0,124.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0011,SQL,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0011,Machine Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0011,Data Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0011,FastAPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0011,Git,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0011,Docker,0.0,0.0,0.0,0.0,0.0,1.0,89.5,89.5,1,Advanced
STU0011,C++,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0011,HTML/CSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0011,MongoDB,0.0,0.0,2.0,108.0,2.5,0.0,0.0,0.0,0,Not Verified
STU0011,Firebase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,Python,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,Java,0.0,0.0,2.0,91.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0012,JavaScript,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,React,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,Node.js,1.0,76.0,0.0,0.0,0.0,1.0,48.0,48.0,0,Not Verified
STU0012,SQL,0.0,0.0,2.0,91.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0012,Machine Learning,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,Data Science,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,FastAPI,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,Git,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,Docker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,C++,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,HTML/CSS,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,MongoDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0012,Firebase,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0013,Python,0.0,0.0,1.0,103.0,2.0,1.0,86.1,86.1,1,Advanced
STU0013,Java,0.0,0.0,1.0,64.0,3.0,0.0,0.0,0.0,0,Not Verified
STU0013,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0013,React,0.0,0.0,1.0,23.0,3.0,0.0,0.0,0.0,0,Not Verified
STU0013,Node.js,1.0,69.0,1.0,23.0,3.0,1.0,86.4,86.4,1,Advanced
STU0013,SQL,0.0,0.0,2.0,167.0,2.5,0.0,0.0,0.0,0,Not Verified
STU0013,Machine Learning,0.0,0.0,0.0,0.0,0.0,1.0,83.3,83.3,1,Intermediate
STU0013,Data Science,1.0,74.0,1.0,103.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0013,FastAPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0013,Git,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0013,Docker,1.0,67.0,0.0,0.0,0.0,1.0,54.4,54.4,1,Beginner
STU0013,C++,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0013,HTML/CSS,1.0,70.0,0.0,0.0,0.0,1.0,62.6,62.6,1,Beginner
STU0013,MongoDB,1.0,74.0,1.0,23.0,3.0,0.0,0.0,0.0,0,Not Verified
STU0013,Firebase,1.0,90.0,0.0,0.0,0.0,1.0,63.4,63.4,1,Beginner
STU0014,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0014,Java,0.0,0.0,1.0,22.0,2.0,1.0,75.2,75.2,1,Intermediate
STU0014,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0014,React,1.0,90.0,0.0,0.0,0.0,1.0,83.7,83.7,1,Intermediate
STU0014,Node.js,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0014,SQL,1.0,91.0,1.0,22.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0014,Machine Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0014,Data Science,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0014,FastAPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0014,Git,0.0,0.0,0.0,0.0,0.0,1.0,94.8,94.8,1,Advanced
STU0014,Docker,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0014,C++,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0014,HTML/CSS,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0014,MongoDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0014,Firebase,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0015,Python,1.0,67.0,1.0,7.0,1.0,1.0,79.6,79.6,1,Intermediate
STU0015,Java,1.0,72.0,1.0,103.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0015,JavaScript,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0015,React,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0015,Node.js,1.0,68.0,1.0,112.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0015,SQL,1.0,71.0,2.0,110.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0015,Machine Learning,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0015,Data Science,0.0,0.0,1.0,7.0,1.0,1.0,73.1,73.1,1,Intermediate
STU0015,FastAPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0015,Git,0.0,0.0,1.0,112.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0015,Docker,1.0,89.0,1.0,112.0,1.0,1.0,49.5,49.5,0,Beginner
STU0015,C++,1.0,90.0,0.0,0.0,0.0,1.0,47.2,47.2,0,Not Verified
STU0015,HTML/CSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0015,MongoDB,0.0,0.0,0.0,0.0,0.0,1.0,67.3,67.3,1,Beginner
STU0015,Firebase,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0016,Python,1.0,85.0,1.0,112.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0016,Java,1.0,69.0,3.0,121.0,1.6666666666666667,0.0,0.0,0.0,0,Not Verified
STU0016,JavaScript,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0016,React,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0016,Node.js,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0016,SQL,1.0,61.0,3.0,121.0,1.6666666666666667,1.0,61.0,61.0,1,Beginner
STU0016,Machine Learning,0.0,0.0,1.0,112.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0016,Data Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0016,FastAPI,0.0,0.0,1.0,112.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0016,Git,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0016,Docker,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0016,C++,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0016,HTML/CSS,0.0,0.0,0.0,0.0,0.0,1.0,55.6,55.6,1,Beginner
STU0016,MongoDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0016,Firebase,1.0,98.0,0.0,0.0,0.0,1.0,75.5,75.5,1,Intermediate
STU0017,Python,1.0,85.0,1.0,102.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0017,Java,0.0,0.0,0.0,0.0,0.0,1.0,48.3,48.3,0,Not Verified
STU0017,JavaScript,1.0,67.0,1.0,142.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0017,React,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0017,Node.js,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0017,SQL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0017,Machine Learning,1.0,73.0,1.0,102.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0017,Data Science,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0017,FastAPI,1.0,96.0,1.0,102.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0017,Git,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0017,Docker,1.0,75.0,0.0,0.0,0.0,1.0,57.4,57.4,1,Beginner
STU0017,C++,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0017,HTML/CSS,0.0,0.0,1.0,142.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0017,MongoDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0017,Firebase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0018,Python,1.0,66.0,1.0,15.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0018,Java,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0018,JavaScript,0.0,0.0,1.0,106.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0018,React,1.0,73.0,1.0,106.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0018,Node.js,0.0,0.0,1.0,106.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0018,SQL,0.0,0.0,1.0,106.0,2.0,0.0,0.0,0.0,0,Not Verified
STU0018,Machine Learning,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0018,Data Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0018,FastAPI,1.0,57.0,1.0,15.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0018,Git,1.0,66.0,0.0,0.0,0.0,1.0,59.7,59.7,1,Beginner
STU0018,Docker,1.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0018,C++,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0018,HTML/CSS,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0018,MongoDB,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0018,Firebase,1.0,55.0,0.0,0.0,0.0,1.0,74.2,74.2,1,Intermediate
STU0019,Python,0.0,0.0,2.0,193.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0019,Java,1.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0019,JavaScript,0.0,0.0,1.0,68.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0019,React,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0019,Node.js,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0019,SQL,1.0,84.0,2.0,193.0,1.0,2.0,64.25,64.25,1,Beginner
STU0019,Machine Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
STU0019,Data Science,1.0,67.0,2.0,193.0,1.0,0.0,0.0,0.0,0,Not Verified
STU0019,FastAPI,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Not Verified
