student_id,course_id,marks,grade
STU0046,CRS001,65,B
STU0046,CRS002,60,C
STU0046,CRS007,86,A
STU0046,CRS010,82,B+
STU0046,CRS009,96,A
STU0046,CRS005,76,B+
STU0046,CRS004,91,A
STU0047,CRS015,91,A
STU0047,CRS009,85,A
STU0047,CRS001,72,B
STU0047,CRS004,57,C
STU0047,CRS012,59,C
STU0048,CRS015,92,A
STU0048,CRS005,64,C
STU0048,CRS009,80,B+
STU0048,CRS010,59,C
STU0048,CRS011,74,B
STU0048,CRS001,65,B
STU0048,CRS003,91,A
STU0048,CRS006,70,B
STU0048,CRS012,91,A
STU0048,CRS002,79,B+
STU0049,CRS015,82,B+
STU0049,CRS009,69,B
STU0049,CRS006,59,C
STU0049,CRS007,76,B+
STU0049,CRS003,93,A
STU0049,CRS002,94,A
STU0049,CRS014,93,A
STU0049,CRS013,80,B+
STU0049,CRS001,75,B+
STU0049,CRS012,56,C
STU0050,CRS005,98,A
STU0050,CRS013,92,A
STU0050,CRS008,97,A
STU0050,CRS014,79,B+
STU0050,CRS004,60,C
STU0050,CRS006,94,A
STU0050,CRS009,73,B
STU0050,CRS007,70,B
STU0050,CRS011,59,C
STU0050,CRS002,60,C
STU0051,CRS003,78,B+
STU0051,CRS007,61,C
STU0051,CRS012,60,C
STU0051,CRS011,55,C
STU0051,CRS015,74,B
STU0051,CRS014,83,B+
STU0051,CRS006,78,B+
STU0052,CRS002,90,A
STU0052,CRS003,87,A
STU0052,CRS015,81,B+
STU0052,CRS014,61,C
STU0052,CRS007,56,C
STU0052,CRS008,60,C
STU0052,CRS009,77,B+
STU0053,CRS002,60,C
STU0053,CRS010,90,A
STU0053,CRS014,70,B
STU0053,CRS006,91,A
STU0053,CRS007,88,A
STU0053,CRS001,65,B
STU0053,CRS005,98,A
STU0053,CRS011,79,B+
STU0053,CRS004,65,B
STU0054,CRS005,65,B
STU0054,CRS015,82,B+
STU0054,CRS014,72,B
STU0054,CRS008,81,B+
STU0054,CRS003,74,B
STU0054,CRS002,85,A
STU0055,CRS006,86,A
STU0055,CRS005,93,A
STU0055,CRS004,94,A
STU0055,CRS012,67,B
STU0055,CRS011,84,B+
STU0056,CRS003,94,A
STU0056,CRS005,79,B+
STU0056,CRS001,76,B+
STU0056,CRS007,83,B+
STU0056,CRS006,76,B+
STU0057,CRS014,85,A
STU0057,CRS015,75,B+
STU0057,CRS011,66,B
STU0057,CRS010,80,B+
STU0057,CRS003,75,B+
STU0057,CRS005,73,B
STU0057,CRS006,95,A
STU0057,CRS004,86,A
STU0058,CRS013,67,B
STU0058,CRS004,92,A
STU0058,CRS006,89,A
STU0058,CRS007,66,B
STU0058,CRS005,98,A
STU0058,CRS012,90,A
STU0058,CRS015,56,C
STU0058,CRS002,84,B+
STU0058,CRS011,68,B
STU0059,CRS013,70,B
STU0059,CRS005,71,B
STU0059,CRS012,97,A
STU0059,CRS002,64,C
STU0059,CRS007,82,B+
STU0059,CRS008,79,B+
STU0059,CRS003,59,C
STU0059,CRS014,83,B+
STU0060,CRS008,78,B+
STU0060,CRS010,89,A
STU0060,CRS007,93,A
STU0060,CRS009,95,A
STU0060,CRS012,60,C
STU0060,CRS013,61,C
STU0060,CRS011,70,B
STU0060,CRS001,97,A
STU0060,CRS014,97,A
STU0061,CRS003,82,B+
STU0061,CRS011,61,C
STU0061,CRS010,55,C
STU0061,CRS001,61,C
STU0061,CRS013,71,B
STU0061,CRS007,69,B
STU0061,CRS006,87,A
STU0062,CRS009,98,A
STU0062,CRS015,92,A
STU0062,CRS010,87,A
STU0062,CRS012,64,C
STU0062,CRS013,77,B+
STU0062,CRS004,56,C
STU0062,CRS008,85,A
STU0062,CRS006,61,C
STU0062,CRS011,73,B
STU0062,CRS007,81,B+
STU0063,CRS002,74,B
STU0063,CRS014,76,B+
STU0063,CRS012,84,B+
STU0063,CRS003,68,B
STU0063,CRS006,88,A
STU0064,CRS006,57,C
STU0064,CRS008,62,C
STU0064,CRS002,56,C
STU0064,CRS014,76,B+
STU0064,CRS012,96,A
STU0064,CRS015,61,C
STU0064,CRS013,98,A
STU0064,CRS005,65,B
STU0065,CRS004,80,B+
STU0065,CRS009,95,A
STU0065,CRS003,66,B
STU0065,CRS014,66,B
STU0065,CRS013,95,A
STU0065,CRS006,97,A
STU0065,CRS012,82,B+
STU0065,CRS007,80,B+
STU0065,CRS015,56,C
STU0065,CRS002,94,A
STU0066,CRS008,68,B
STU0066,CRS010,72,B
STU0066,CRS007,59,C
STU0066,CRS013,91,A
STU0066,CRS001,61,C
STU0066,CRS004,89,A
STU0067,CRS006,97,A
STU0067,CRS015,86,A
STU0067,CRS004,88,A
STU0067,CRS008,95,A
STU0067,CRS002,75,B+
STU0067,CRS005,93,A
STU0068,CRS010,98,A
STU0068,CRS007,74,B
STU0068,CRS015,94,A
STU0068,CRS002,92,A
STU0068,CRS006,60,C
STU0068,CRS011,98,A
STU0068,CRS008,63,C
STU0068,CRS003,75,B+
STU0069,CRS004,64,C
STU0069,CRS005,87,A
STU0069,CRS002,79,B+
STU0069,CRS003,81,B+
STU0069,CRS006,93,A
STU0070,CRS010,96,A
STU0070,CRS007,66,B
STU0070,CRS014,90,A
STU0070,CRS003,65,B
STU0070,CRS008,86,A
STU0070,CRS009,73,B
STU0071,CRS003,55,C
STU0071,CRS006,86,A
STU0071,CRS008,63,C
STU0071,CRS010,67,B
STU0071,CRS001,79,B+
STU0071,CRS014,90,A
STU0072,CRS011,60,C
STU0072,CRS008,91,A
STU0072,CRS007,56,C
STU0072,CRS015,69,B
STU0072,CRS014,73,B
STU0072,CRS013,57,C
STU0072,CRS012,72,B
STU0072,CRS009,69,B
STU0072,CRS002,89,A
STU0073,CRS003,62,C
STU0073,CRS013,91,A
STU0073,CRS008,62,C
STU0073,CRS010,72,B
STU0073,CRS014,89,A
STU0073,CRS009,78,B+
STU0073,CRS012,89,A
STU0074,CRS013,82,B+
STU0074,CRS012,61,C
STU0074,CRS008,96,A
STU0074,CRS009,70,B
STU0074,CRS004,74,B
STU0075,CRS008,62,C
STU0075,CRS005,70,B
STU0075,CRS006,68,B
STU0075,CRS002,92,A
STU0075,CRS015,77,B+
STU0076,CRS010,91,A
STU0076,CRS011,77,B+
STU0076,CRS007,89,A
STU0076,CRS003,72,B
STU0076,CRS015,93,A
STU0076,CRS012,89,A
STU0076,CRS004,65,B
STU0076,CRS009,75,B+
STU0076,CRS013,73,B
STU0076,CRS001,73,B
STU0077,CRS005,96,A
STU0077,CRS014,63,C
STU0077,CRS009,63,C
STU0077,CRS011,70,B
STU0077,CRS002,64,C
STU0077,CRS003,75,B+
STU0077,CRS007,70,B
STU0077,CRS001,98,A
STU0077,CRS010,80,B+
STU0078,CRS003,59,C
STU0078,CRS010,95,A
STU0078,CRS011,60,C
STU0078,CRS005,80,B+
STU0078,CRS013,87,A
STU0078,CRS007,72,B
STU0078,CRS014,78,B+
STU0078,CRS008,84,B+
STU0079,CRS006,89,A
STU0079,CRS010,80,B+
STU0079,CRS001,68,B
STU0079,CRS012,82,B+
STU0079,CRS002,68,B
STU0079,CRS008,86,A
STU0079,CRS015,72,B
STU0079,CRS011,75,B+
STU0080,CRS006,98,A
STU0080,CRS009,58,C
STU0080,CRS010,57,C
STU0080,CRS003,61,C
STU0080,CRS013,95,A
STU0080,CRS008,84,B+
STU0080,CRS015,56,C
STU0081,CRS015,55,C
STU0081,CRS014,82,B+
STU0081,CRS003,67,B
STU0081,CRS008,63,C
STU0081,CRS012,96,A
STU0082,CRS003,60,C
STU0082,CRS014,78,B+
STU0082,CRS005,97,A
STU0082,CRS002,96,A
STU0082,CRS011,65,B
STU0082,CRS006,58,C
STU0082,CRS013,80,B+
STU0083,CRS005,59,C
STU0083,CRS012,63,C
STU0083,CRS014,92,A
STU0083,CRS004,69,B
STU0083,CRS007,88,A
STU0083,CRS002,98,A
STU0083,CRS010,83,B+
STU0083,CRS001,55,C
STU0083,CRS009,55,C
STU0083,CRS013,76,B+
STU0084,CRS014,59,C
STU0084,CRS007,69,B
STU0084,CRS012,79,B+
STU0084,CRS003,60,C
STU0084,CRS008,61,C
STU0085,CRS006,63,C
STU0085,CRS015,96,A
STU0085,CRS005,98,A
STU0085,CRS003,64,C
STU0085,CRS007,59,C
STU0086,CRS010,64,C
STU0086,CRS001,81,B+
STU0086,CRS015,94,A
STU0086,CRS011,98,A
STU0086,CRS003,83,B+
STU0086,CRS008,68,B
STU0086,CRS006,60,C
STU0086,CRS004,61,C
STU0086,CRS009,63,C
STU0087,CRS010,75,B+
STU0087,CRS012,63,C
STU0087,CRS007,70,B
STU0087,CRS006,72,B
STU0087,CRS013,96,A
STU0088,CRS004,73,B
STU0088,CRS009,56,C
STU0088,CRS010,97,A
STU0088,CRS013,74,B
STU0088,CRS012,68,B
STU0089,CRS010,79,B+
STU0089,CRS009,62,C
STU0089,CRS004,70,B
STU0089,CRS012,86,A
STU0089,CRS007,95,A
STU0089,CRS005,93,A
STU0089,CRS001,59,C
STU0089,CRS013,88,A
STU0089,CRS008,55,C
STU0090,CRS015,89,A
STU0090,CRS006,98,A
STU0090,CRS003,66,B
STU0090,CRS007,85,A
STU0090,CRS010,59,C
STU0090,CRS012,56,C
STU0090,CRS014,92,A
STU0091,CRS001,80,B+
STU0091,CRS005,87,A
STU0091,CRS004,73,B
STU0091,CRS015,95,A
STU0091,CRS012,87,A
STU0092,CRS007,72,B
STU0092,CRS012,60,C
STU0092,CRS015,74,B
STU0092,CRS002,60,C
STU0092,CRS011,87,A
STU0092,CRS009,68,B
STU0092,CRS010,64,C
STU0092,CRS003,89,A
STU0093,CRS007,82,B+
STU0093,CRS010,70,B
STU0093,CRS011,58,C
STU0093,CRS013,70,B
STU0093,CRS012,60,C
STU0093,CRS002,82,B+
STU0093,CRS005,62,C
STU0094,CRS010,63,C
STU0094,CRS015,55,C
STU0094,CRS001,65,B
STU0094,CRS005,86,A
STU0094,CRS011,77,B+
STU0094,CRS003,88,A
STU0094,CRS002,88,A
STU0094,CRS013,71,B
STU0095,CRS006,76,B+
STU0095,CRS003,82,B+
STU0095,CRS012,72,B
STU0095,CRS005,88,A
STU0095,CRS002,59,C
STU0095,CRS001,71,B
STU0096,CRS010,65,B
STU0096,CRS011,78,B+
STU0096,CRS002,65,B
STU0096,CRS008,71,B
STU0096,CRS012,61,C
STU0096,CRS009,91,A
STU0096,CRS006,98,A
STU0096,CRS001,62,C
STU0096,CRS004,69,B
STU0096,CRS005,87,A
STU0097,CRS001,85,A
STU0097,CRS014,78,B+
STU0097,CRS015,79,B+
STU0097,CRS004,64,C
STU0097,CRS013,66,B
STU0098,CRS009,81,B+
STU0098,CRS013,69,B
STU0098,CRS012,75,B+
STU0098,CRS014,70,B
STU0098,CRS011,81,B+
STU0099,CRS006,88,A
STU0099,CRS005,57,C
STU0099,CRS002,80,B+
STU0099,CRS010,59,C
STU0099,CRS015,84,B+
STU0099,CRS013,73,B
STU0099,CRS009,74,B
STU0099,CRS001,75,B+
STU0099,CRS012,60,C
STU0099,CRS007,90,A
STU0100,CRS001,78,B+
STU0100,CRS006,92,A
STU0100,CRS004,86,A
STU0100,CRS005,67,B
STU0100,CRS010,89,A
STU0100,CRS012,70,B
STU0100,CRS013,64,C
STU0100,CRS008,55,C
STU0101,CRS001,97,A
STU0101,CRS004,79,B+
STU0101,CRS009,74,B
STU0101,CRS006,61,C
STU0101,CRS011,68,B
STU0101,CRS015,88,A
STU0101,CRS012,70,B
STU0101,CRS010,81,B+
STU0102,CRS001,78,B+
STU0102,CRS003,84,B+
STU0102,CRS012,60,C
STU0102,CRS005,92,A
STU0102,CRS002,61,C
STU0102,CRS015,87,A
STU0102,CRS004,63,C
STU0102,CRS007,95,A
STU0103,CRS002,71,B
STU0103,CRS010,75,B+
STU0103,CRS014,80,B+
STU0103,CRS001,75,B+
STU0103,CRS007,75,B+
STU0103,CRS003,83,B+
STU0103,CRS004,72,B
STU0103,CRS005,69,B
STU0104,CRS004,64,C
STU0104,CRS003,61,C
STU0104,CRS013,65,B
STU0104,CRS010,83,B+
STU0104,CRS002,84,B+
STU0105,CRS007,84,B+
STU0105,CRS002,71,B
STU0105,CRS009,62,C
STU0105,CRS006,60,C
STU0105,CRS004,65,B
STU0105,CRS008,98,A
STU0105,CRS005,74,B
STU0106,CRS012,87,A
STU0106,CRS010,58,C
STU0106,CRS001,98,A
STU0106,CRS004,74,B
STU0106,CRS006,71,B
STU0106,CRS003,66,B
STU0106,CRS002,56,C
STU0106,CRS015,80,B+
STU0106,CRS014,83,B+
STU0106,CRS008,90,A
STU0107,CRS009,63,C
STU0107,CRS004,67,B
STU0107,CRS002,80,B+
STU0107,CRS008,78,B+
STU0107,CRS013,98,A
STU0107,CRS003,95,A
STU0107,CRS011,96,A
STU0107,CRS001,60,C
STU0107,CRS012,92,A
STU0107,CRS015,92,A
STU0108,CRS015,63,C
STU0108,CRS014,60,C
STU0108,CRS002,76,B+
STU0108,CRS001,62,C
STU0108,CRS013,57,C
STU0108,CRS004,84,B+
STU0108,CRS008,58,C
STU0109,CRS015,56,C
STU0109,CRS010,79,B+
STU0109,CRS007,98,A
STU0109,CRS012,82,B+
STU0109,CRS013,66,B
STU0109,CRS008,77,B+
STU0110,CRS015,57,C
STU0110,CRS003,94,A
STU0110,CRS005,94,A
STU0110,CRS013,94,A
STU0110,CRS008,70,B
STU0110,CRS014,96,A
STU0111,CRS008,79,B+
STU0111,CRS007,63,C
STU0111,CRS009,81,B+
STU0111,CRS015,67,B
STU0111,CRS001,96,A
STU0111,CRS002,88,A
STU0111,CRS005,70,B
STU0112,CRS013,87,A
STU0112,CRS009,75,B+
STU0112,CRS015,79,B+
STU0112,CRS001,72,B
STU0112,CRS007,66,B
STU0112,CRS006,56,C
STU0112,CRS008,75,B+
STU0112,CRS014,93,A
STU0112,CRS003,69,B
STU0112,CRS005,56,C
STU0113,CRS001,65,B
STU0113,CRS013,61,C
STU0113,CRS008,70,B
STU0113,CRS009,97,A
STU0113,CRS006,70,B
STU0113,CRS010,72,B
STU0113,CRS004,89,A
STU0114,CRS001,75,B+
STU0114,CRS013,77,B+
STU0114,CRS004,92,A
STU0114,CRS010,56,C
STU0114,CRS007,77,B+
STU0114,CRS006,91,A
STU0114,CRS003,91,A
STU0114,CRS009,64,C
STU0114,CRS002,91,A
STU0114,CRS005,67,B
STU0115,CRS009,93,A
STU0115,CRS005,69,B
STU0115,CRS003,56,C
STU0115,CRS008,88,A
STU0115,CRS001,85,A
STU0115,CRS002,55,C
STU0115,CRS011,76,B+
STU0115,CRS004,94,A
STU0116,CRS013,58,C
STU0116,CRS003,56,C
STU0116,CRS006,64,C
STU0116,CRS012,92,A
STU0116,CRS014,64,C
STU0116,CRS015,62,C
STU0117,CRS014,75,B+
STU0117,CRS006,63,C
STU0117,CRS002,65,B
STU0117,CRS015,82,B+
STU0117,CRS011,95,A
STU0117,CRS007,86,A
STU0117,CRS013,96,A
STU0117,CRS012,75,B+
STU0117,CRS003,66,B
STU0118,CRS009,73,B
STU0118,CRS012,63,C
STU0118,CRS010,66,B
STU0118,CRS006,55,C
STU0118,CRS004,91,A
STU0118,CRS013,80,B+
STU0118,CRS003,91,A
STU0118,CRS007,57,C
STU0118,CRS015,66,B
STU0118,CRS014,93,A
STU0119,CRS015,86,A
STU0119,CRS013,64,C
STU0119,CRS010,76,B+
STU0119,CRS004,59,C
STU0119,CRS011,70,B
STU0119,CRS014,77,B+
STU0119,CRS002,75,B+
STU0120,CRS011,83,B+
STU0120,CRS002,55,C
STU0120,CRS012,71,B
STU0120,CRS015,68,B
STU0120,CRS013,70,B
STU0120,CRS006,59,C
STU0121,CRS005,83,B+
STU0121,CRS013,81,B+
STU0121,CRS002,65,B
STU0121,CRS012,81,B+
STU0121,CRS001,86,A
STU0121,CRS011,79,B+
STU0121,CRS007,77,B+
STU0122,CRS007,57,C
STU0122,CRS002,73,B
STU0122,CRS008,56,C
STU0122,CRS010,75,B+
STU0122,CRS011,71,B
STU0122,CRS004,61,C
STU0122,CRS003,59,C
STU0122,CRS013,76,B+
STU0122,CRS001,65,B
STU0123,CRS003,82,B+
STU0123,CRS012,96,A
STU0123,CRS002,65,B
STU0123,CRS009,93,A
STU0123,CRS013,82,B+
STU0123,CRS006,65,B
STU0123,CRS008,58,C
STU0123,CRS001,61,C
STU0124,CRS004,97,A
STU0124,CRS015,73,B
STU0124,CRS007,74,B
STU0124,CRS012,70,B
STU0124,CRS009,61,C
STU0124,CRS011,58,C
STU0124,CRS005,80,B+
STU0125,CRS009,73,B
STU0125,CRS014,97,A
STU0125,CRS008,95,A
STU0125,CRS003,93,A
STU0125,CRS001,85,A
STU0125,CRS006,67,B
STU0125,CRS011,61,C
STU0125,CRS007,56,C
STU0125,CRS015,68,B
STU0126,CRS011,80,B+
STU0126,CRS005,85,A
STU0126,CRS002,86,A
STU0126,CRS008,97,A
STU0126,CRS013,71,B
STU0126,CRS014,60,C
STU0127,CRS009,83,B+
STU0127,CRS007,84,B+
STU0127,CRS003,71,B
STU0127,CRS006,69,B
STU0127,CRS014,72,B
STU0127,CRS012,91,A
STU0127,CRS013,58,C
STU0127,CRS008,64,C
STU0127,CRS001,97,A
STU0127,CRS015,61,C
STU0128,CRS011,92,A
STU0128,CRS006,69,B
STU0128,CRS013,90,A
STU0128,CRS009,58,C
STU0128,CRS007,79,B+
STU0129,CRS007,80,B+
STU0129,CRS009,57,C
STU0129,CRS011,87,A
STU0129,CRS008,91,A
STU0129,CRS010,88,A
STU0129,CRS004,91,A
STU0129,CRS012,98,A
STU0129,CRS005,94,A
STU0129,CRS001,64,C
STU0130,CRS013,67,B
STU0130,CRS008,63,C
STU0130,CRS003,57,C
STU0130,CRS015,82,B+
STU0130,CRS004,60,C
STU0131,CRS007,90,A
STU0131,CRS004,80,B+
STU0131,CRS011,90,A
STU0131,CRS003,75,B+
STU0131,CRS010,72,B
STU0131,CRS005,88,A
STU0131,CRS006,84,B+
